,English,Swahili,Wikidata,entity_name,occupation_name,gender,url
680,"He became an English teacher, teaching in various local colleges and at a lycÃ©e in Marseille.",Alikuwa mwalimu wa kiingereza katika shule mbalimbali katika eneo lao na katika eneo la lycÃ©e lililopo Marseille.,Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
681,"During this time, he belonged to a group of young writers, in collaboration with one of whom, Paul Nivoix, he wrote the play, Merchants of Glory, which was produced in 1924.","Katika kipindi hili alikua akifanya kazi na kundi dogo la waandishi , ambapo baadae alishirikiana na mmoja wao aliyefahamika kwa jina la Paul Nivoix ambapo waliandika tamthilia ya Merchants of Glory ambayo iliweza kuzalishwa mwaka 1924. .",Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
682,"Regarded as an auteur, in 1946, he became the first filmmaker elected to the AcadÃ©mie franÃ§aise.","Mnamo mwaka 1964, alikua mtunzi wa filamu wa kwanza kuchagulia kujiunga na AcadÃ©mie FranÃ§aise.",Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
683,"Marcel Paul Pagnol  was a French novelist, playwright, and filmmaker.","Marcel Pagnol au kwa kifaransa hutamkwa kama alikua ni mwandishi wa vitabu kutoka nchini Ufaransa, mwandishi wa tamthilia na mtunzi wa filamu.",Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
684,"In 1929, on a visit to London, Pagnol attended a screening of one of the first talking films and he was so impressed that he decided to devote his efforts to cinema.","Mnamo mwaka 1926, akiwa katika matembezi katika jiji la London, Pagnol alitembelea moja kati ya nyumba za sinema na kufanikiwa kuona sinema iliyokua na umaarufu sana na hivyo aliamua kutoa muda wake mwingi katika utunzi wa filamu.",Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
685,"In July 1904, the family rented the Bastide Neuve, â a house in the sleepy ProvenÃ§al village of La Treille â for the summer holidays, the first of many spent in the hilly countryside between Aubagne and Marseille.","Mnamo mwezi wa saba mwaka 1904, familia yake alikua katika maadhimisho ya sherehe zilizofahamika kama Bastide Neuve â iliyofanyika katika kijiji kimoja cha La Treille â katika sikukuu za majira ya joto, ambapo watu wengi huyatumia wakiwa katika milima ya Aubagne na Marseille.",Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
686,Pagnol  was so devastated that he fled the south and returned to live in Paris.,"Estelle alifariki akiwa na miaka miwili, Pagnol aliumia na kuamia kuhama katika eneo hilo na kurudi Paris.",Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
75,"After college, Wortham moved to San Francisco, where she interned for San Francisco Magazine and Girlfriend Magazine and wrote for SFist, eventually becoming a technology and culture reporter for Wired.","Baada ya kuhitumu chuo, Wortham alihamia San Francisco, ambapo alijifunza kazi na jarida la San Francisco na jarida Girlfriend na aliandikia jarida la SFist, Baadaye akawa muandishi wa habari za teknolojia na tamaduni wa jarida la Wired.",Q24851866,Jenna Wortham,podcaster,female,https://en.wikipedia.org/wiki/Jenna_Wortham
76,"She joined The New York Times in 2008, working as a technology and business reporter, then moved to the Times Magazine in 2014; Politico said the hire ""gives the magazine additional editorial firepower and cachet,"" citing Wortham's ""huge following"" including more than 530,000 Twitter followers as of December 2014.","Akajiunga na jarida la The New York Times mnamo mwaka 2008, akifanya kazi kama muandishi wa habari za teknolojia na biashara, kisha akahamia jarida la Times mnamo mwaka 2014; Politico akanukuhu kwamba uajiri huo umeipa nguvu kubwa ya uhariri jarida hilo ikiambatana na wingi wa mashabiki wa Wortham kwenye mitandao ya kijamii ikiwemo Twitter ambapo ana mashabiki zaidi ya 530,000 kufikia mwezi disemba mwaka 2014.",Q24851866,Jenna Wortham,podcaster,female,https://en.wikipedia.org/wiki/Jenna_Wortham
77,Draymond Jamal Green Sr.  is an American professional basketball player for the Golden State Warriors of the National Basketball Association .,Draymond Green ni mchezaji wa mpira wa kikapu kutokea Marekani anayeichezea timu ya Golden State Warriors katika Chama cha taifa cha mpira wa kikapu .,Q2614593,Draymond Green,podcaster,male,https://en.wikipedia.org/wiki/Draymond_Green
78,"In 2017, he won the NBA Defensive Player of the Year.","Mwaka 2017, alishinda tuzo ya Chama cha taifa cha mpira wa kikapu kama mchezaji mkabaji bora wa mwaka.",Q2614593,Draymond Green,podcaster,male,https://en.wikipedia.org/wiki/Draymond_Green
215,"Simone Antionette Johnson , better known by her stage name Monie Love, is a British rapper, actress and radio personality from London.","Simone Gooden , anafahamika zaidi kwa jina lake la kisanii kama Monie Love, ni rapa kutoka nchini Uingereza na mtangazaji wa redio wa zamani huko nchini Marekani.",Q34084,Monie Love,rapper,female,https://en.wikipedia.org/wiki/Monie_Love
216,Damian Lamonte Ollie Lillard Sr.  is an American professional basketball player for the Portland Trail Blazers of the National Basketball Association .,Damian Lillard ni mchezaji wa mpira wa kikapu kutokea Marekani anayeichezea timu ya Portland Trail Blazers katika Chama cha taifa cha mpira wa kikapu .,Q622308,Daddy Dame,rapper,male,https://en.wikipedia.org/wiki/Damian_Lillard
413,"to Jean Grae, a reference to the X-Men character Jean Grey.",Jean Grae ni mwanamuziki wa Marekani.,Q455304,Jean Grae,rapper,female,https://en.wikipedia.org/wiki/Jean_Grae
414,"He was a member of the hip hop duo Gang Starr, along with DJ Premier.","Huyu ni mmoja kati ya waanzilishi na mwandishi mkuu wa kundi la hip hop la Gang Starr, akiwa pamoja na DJ Premier.",Q974795,Guru,rapper,male,https://en.wikipedia.org/wiki/Guru_(rapper)
558,"Inga DeCarlo Fung Marchand , better known by her stage name Foxy Brown, is an American rapper.","Inga DeCarlo Fung Marchand , anajulikana zaidi kwa jina lake la kisanii kama Foxy Brown, ni rapa, , mwanamitindo, na mwigizaji kutoka nchini Marekani.",Q242620,Foxy Brown,rapper,female,https://en.wikipedia.org/wiki/Foxy_Brown_(rapper)
559,The record has since been broken several times.,Rekodi hiyo imevunjwa mara kadhaa tangu wakati huo.,Q32849,Akon,rapper,male,https://en.wikipedia.org/wiki/Akon
653,"While working on her debut effort, Gomez collaborated with artists will.i.am, Cody Simpson and Cher Lloyd.","Huku akiwa anajitegemea Gomezi aliweza kushirikiana na wasanii kama will.i.am, Cody Simpson na Cher Lloyd.",Q1393997,Becky G,rapper,female,https://en.wikipedia.org/wiki/Becky_G
654,"One of her videos caught the attention of producer Dr. Luke, who subsequently offered her a joint record deal with Kemosabe Records and RCA Records.","Moja ya video yake iliweza kumvutia mtayarishaji wa nyimbo kwa jina la Dr. Luke, ambaye alimsaidia kujiunga na lebo za kurekodia za Kemosabe Records na RCA Records.",Q1393997,Becky G,rapper,female,https://en.wikipedia.org/wiki/Becky_G
655,"Rebbeca Marie Gomez , known professionally as Becky G, is an American singer and actress.","Rebbeca Marie Gomez ni mwanamuziki, mtunzi wa nyimbo na muigizaji kutoka nchini Marekani.",Q1393997,Becky G,rapper,female,https://en.wikipedia.org/wiki/Becky_G
656,"Antoine Carraby , better known by his stage name DJ Yella, is an American DJ, rapper, record producer and film director from Los Angeles, California.","DJ Yella ni jina la kisanii la Antoine Carraby ni DJ, mtayarishaji wa mzuiki na mwongozaji wa filamu kutoka mjini Compton, California, Marekani.",Q470609,DJ Yella,rapper,male,https://en.wikipedia.org/wiki/DJ_Yella
657,He was a member of the World Class Wreckin' Cru along with Dr. Dre.,Yella pia alikuwa mmoja wa wanachama wa kundi la muziki linalojulikana kama World Class Wreckin' Cru akiwa pamoja na Bw.,Q470609,DJ Yella,rapper,male,https://en.wikipedia.org/wiki/DJ_Yella
658,He later joined the pioneering gangsta rap group N.W.A .,Baadaye akaja kuwa mmoja wa waanzilishi wa kundi la muziki wa hip hop maarufu kama N.W.A.,Q470609,DJ Yella,rapper,male,https://en.wikipedia.org/wiki/DJ_Yella
387,It took its name in 1986.,Ilichukua jina lake mwaka 1921.,Q467803,Yaa Asantewaa,resistance fighter,female,https://en.wikipedia.org/wiki/Yaa_Asantewaa
388,Erich Ernst Paul Honecker  was a German communist politician who led the German Democratic Republic  from 1971 until shortly before the fall of the Berlin Wall in October 1989.,Erich Honecker alikuwa mwanasiasa wa Kikomunisti wa Ujerumani Mashariki ambaye aliongoza Jamhuri ya Kidemokrasia ya Kijerumani kutoka mwaka 1971 hadi 1989.,Q2607,Erich Honecker,resistance fighter,male,https://en.wikipedia.org/wiki/Erich_Honecker
205,It took its name in 1986.,Ilichukua jina lake mwaka 1921.,Q467803,Yaa Asantewaa,ruler,female,https://en.wikipedia.org/wiki/Yaa_Asantewaa
206,"Louis IX , commonly known as Saint Louis or Louis the Saint, was King of France from 1226 to 1270, and the most illustrious of the Direct Capetians.","Ludoviko IX , maarufu kama Mtakatifu Alois, alikuwa mfalme wa Ufaransa tangu 1226 na mtukufu zaidi wa Direct Capetians",Q346,Louis IX of France,ruler,male,https://en.wikipedia.org/wiki/Louis_IX_of_France
352,"Amy Lawrence Lowell  was an American poet of the imagist school, which promoted a return to classical values.",Amy Lawrence Lowell alikuwa mshairi wa kike kutoka nchi ya Marekani.,Q265841,Amy Lowell,socialite,female,https://en.wikipedia.org/wiki/Amy_Lowell
353,She posthumously won the Pulitzer Prize for Poetry in 1926.,"Mwaka wa 1926 alipokea Tuzo ya Pulitzer ya Ushairi, yaani baada ya kifo chake tu",Q265841,Amy Lowell,socialite,female,https://en.wikipedia.org/wiki/Amy_Lowell
354,"James Barrett Reston , nicknamed ""Scotty"", was an American journalist whose career spanned the mid-1930s to the early 1990s.","James Barrett Reston, mwenye jina la utani ""Scotty"" alikuwa mwandishi wa habari kutoka nchi ya Marekani miaka ya kati ya 1930 hadi mwanzoni wa miaka ya 1990",Q2363899,James Reston,socialite,male,https://en.wikipedia.org/wiki/James_Reston
355,"He received the second award in 1957 for his national correspondence, especially ""his five-part analysis of the effect of President Eisenhower's illness on the functioning of the executive branch of the federal government"".","Mwaka wa 1945 na tena 1957, alipokea Tuzo ya Pulitzer kwa insha zake katika gazeti la New York Times.",Q2363899,James Reston,socialite,male,https://en.wikipedia.org/wiki/James_Reston
61,He was later declared a saint and martyr.,Baadae alitangazwa kuwa mtakatifu na shahidi,Q231919,Pulcheria,sovereign,female,https://en.wikipedia.org/wiki/Pulcheria
62,"William F. Albright has dated his reign from 922 to 901 BC, while Edwin R. Thiele offers the dates 931 to 910 BC.","William F. Albright alikadiria ufalme wake kudumu tangu mwaka 922 KK â hadi 901 KK, wakati E. R. Thiele alisema kuwa alitawala tangu 931 KK hadi 910 KK.",Q313219,Jeroboam,sovereign,male,https://en.wikipedia.org/wiki/Jeroboam
177,"Cunigunde of Luxembourg, OSB   , also called Cunegundes, Cunegunda, and Cunegonda and, in Latin, Cunegundis or Kinigundis, was Empress of the Holy Roman Empire by marriage to Holy Roman Emperor Saint Henry II.","Kunegunda wa Luxembourg, OSB alikuwa mke wa kaisari wa Dola Takatifu la Kiroma Henri II.",Q61620,Cunigunde of Luxembourg,sovereign,female,https://en.wikipedia.org/wiki/Cunigunde_of_Luxembourg
178,"Cunigunde was canonised by Pope Innocent III on  29 March 1200, 53 years after the canonization of her husband Henry II in July 1147.","Tarehe 29 Machi 1200 Cunigunde alitangazwa na Papa Innocent III kuwa mtakatifu, miaka 53 baada ya mumewe kutangazwa mnamo Julai 1147",Q61620,Cunigunde of Luxembourg,sovereign,female,https://en.wikipedia.org/wiki/Cunigunde_of_Luxembourg
179,"Afterward he attacked the land of Subartu in his might, and they submitted to his arms, and Sargon settled that revolt, and defeated them; he accomplished their overthrow, and their widespreading host he destroyed, and he brought their possessions into Akkad.","Kisha alivamia mji wa Subartu kwa nguvu zake, na wakajisamilisha kwa vikosi vyake na Sargon akaituliza vita hito na kuwashinda, akafanikiwa kuwapindua, na mwenyeji wao aliyemuangamiza, na akaleta mali zao huko Akkad",Q199461,Sargon of Akkad,sovereign,male,https://en.wikipedia.org/wiki/Sargon_of_Akkad
180,"Sargon of Akkad , also known as Sargon the Great, was the first ruler of the Akkadian Empire, known for his conquests of the Sumerian city-states in the 24th to 23rd centuries BC.","Sargon Mkuu alikuwa mtawala wa kwanza wa Dola la Akad, maarufu kwa kuteka miji-dola ya Wasumeri katika karne ya 24 - 23 KK.",Q199461,Sargon of Akkad,sovereign,male,https://en.wikipedia.org/wiki/Sargon_of_Akkad
0,"She competed in the 2016 Summer Olympics in the 50m freestyle event, being ranked 67th of 91 competitors, with a time of 29.44s.","Alishindana katika michezo ya Olimpiki ya Summer ya 2016 katika tukio la freestyle la mita 50, akiwa mshindi wa 67 kati ya washiriki 91, kwa muda wa sekunde 29.44.",Q6729881,Magdalena Moshi,swimmer,female,https://en.wikipedia.org/wiki/Magdalena_Moshi
1,"At the 2012 Summer Olympics, she competed in the Women's 100 metre freestyle, finishing in 45th place overall in the heats, failing to qualify for the semifinals.","Katika michezo ya Olimpiki ya Majira ya 2012, alishindana katika freestyle ya mita 100 ya wanawake, na kumaliza kwa kushika nafasi ya 45, na kushindwa kustahili kushiriki nusufainali.",Q6729881,Magdalena Moshi,swimmer,female,https://en.wikipedia.org/wiki/Magdalena_Moshi
2,"He did, however, set a new national record of 49.06.","Hata hivyo, aliweka rekodi mpya ya kitaifa ya sekunde 49.06.",Q746257,Jason Dunford,swimmer,male,https://en.wikipedia.org/wiki/Jason_Dunford
3,At the 2008 Olympics he competed in two events.,"Katika michezo ya Olimpiki, mwaka wa 2008, alishiriki katika matukio mawili.",Q746257,Jason Dunford,swimmer,male,https://en.wikipedia.org/wiki/Jason_Dunford
65,She left South Africa in 1964.,Aliondoka Afrika Kusini mnamo mwaka 1964.,Q26997761,Phyllis Altman,trade unionist,female,https://en.wikipedia.org/wiki/Phyllis_Altman
66,"In 1952, she published The Law of the Vultures.","Mnamo mwaka 1952, alichapisha kitabu cha The Law of the Vultures.",Q26997761,Phyllis Altman,trade unionist,female,https://en.wikipedia.org/wiki/Phyllis_Altman
67,"In 1951, he was awarded the Nobel Peace prize.",Mwaka wa 1951 alikuwa mshindi wa Tuzo ya Nobel Peace,Q155415,Léon Jouhaux,trade unionist,male,https://en.wikipedia.org/wiki/L%C3%A9on_Jouhaux
68,LÃ©on Jouhaux  was a French trade union leader who received the Nobel Peace Prize in 1951.,LÃ©on Jouhaux alikuwa kiongozi wa chama cha wafanyakazi kutoka nchi ya Ufaransa aliyepokea tuzo ya Nobel Peace Prize mwaka 1951,Q155415,Léon Jouhaux,trade unionist,male,https://en.wikipedia.org/wiki/L%C3%A9on_Jouhaux
371,"Her exact date of birth is uncertain; she was baptized on August 1, 1837.","Yake halisi tarehe ya kuzaliwa haifahamiki, alibatizwa tarehe 1 Agosti 1837.",Q107082,Mary Harris Jones,trade unionist,female,https://en.wikipedia.org/wiki/Mother_Jones
372,"In 1902, she was called ""the most dangerous woman in America"" for her success in organizing mine workers and their families against the mine owners.","Mwaka 1902 alijulikana na kuitwa ""mwanamke hatari katika Amerika"" kwa ajili ya mafanikio yake katika maandalizi ya mgodi na wafanyakazi na familia zao dhidi ya wamiliki wa migodi.",Q107082,Mary Harris Jones,trade unionist,female,https://en.wikipedia.org/wiki/Mother_Jones
373,"In 1903, to protest the lax enforcement of the child labor laws in the Pennsylvania mines and silk mills, she organized a children's march from Philadelphia to the home of President Theodore Roosevelt in New York.","Mwaka 1903, na maandamano ya lax utekelezaji wa mtoto na sheria za kazi katika Pennsylvania migodi na hariri mills, yeye alipanga ""watoto machi"" kutoka Philadelphia nyumba ya Rais Theodore Roosevelt kuelekea New York.",Q107082,Mary Harris Jones,trade unionist,female,https://en.wikipedia.org/wiki/Mother_Jones
